Experiment,Tag,Seed,Trigger,Arch_Pair,L_Mode,Tau,Dist_Ep,Temp,V_Temp,RW,Delta,D_Min,Beta,NQ,Trig_Size,T_Acc,Base_Acc,Design,Base_Sig,Base_P,Base_Ver,FT1%_Acc,FT1%_Sig,FT1%_P,FT1%_Ver,FT5%_Acc,FT5%_Sig,FT5%_P,FT5%_Ver,FT10%_Acc,FT10%_Sig,FT10%_P,FT10%_Ver,P_Gap,FP_Rate,Min_P,Median_P,PRUNE_25%_Acc,PRUNE_25%_DeltaPP,PRUNE_25%_Sig,PRUNE_25%_P,PRUNE_25%_Log10P,PRUNE_25%_Ver,PRUNE_25%_P_MR,PRUNE_25%_P_ST1,PRUNE_50%_Acc,PRUNE_50%_DeltaPP,PRUNE_50%_Sig,PRUNE_50%_P,PRUNE_50%_Log10P,PRUNE_50%_Ver,PRUNE_50%_P_MR,PRUNE_50%_P_ST1,PRUNE_75%_Acc,PRUNE_75%_DeltaPP,PRUNE_75%_Sig,PRUNE_75%_P,PRUNE_75%_Log10P,PRUNE_75%_Ver,PRUNE_75%_P_MR,PRUNE_75%_P_ST1,INT8_QUANT_Acc,INT8_QUANT_DeltaPP,INT8_QUANT_Sig,INT8_QUANT_P,INT8_QUANT_Log10P,INT8_QUANT_Ver,INT8_QUANT_P_MR,INT8_QUANT_P_ST1
ExpA3_VTempSweep,c100v5_vtemp_3.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,3.0,0.1,15.0,N/A,0.5,50000,4913,72.6%,57.9%,mean_rest,0.0058,3.1e-95,True,57.6%,0.0056,2.6e-87,True,58.0%,0.0054,7.6e-84,True,58.6%,0.0050,6.2e-75,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA3_VTempSweep,c100v5_vtemp_5.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,5.0,0.1,15.0,N/A,0.5,50000,5048,72.6%,58.4%,mean_rest,0.0054,3.5e-272,True,57.9%,0.0053,7.2e-256,True,58.5%,0.0047,1.2e-249,True,58.6%,0.0040,8.5e-205,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA3_VTempSweep,c100v5_vtemp_10.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,10.0,0.1,15.0,N/A,0.5,50000,5055,72.6%,58.8%,mean_rest,0.0027,0.0e+00,True,58.5%,0.0026,0.0e+00,True,59.0%,0.0023,0.0e+00,True,59.4%,0.0020,3.7e-278,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA3_VTempSweep,c100v5_vtemp_15.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,4987,72.6%,58.4%,mean_rest,0.0017,0.0e+00,True,58.3%,0.0017,0.0e+00,True,58.7%,0.0015,0.0e+00,True,58.7%,0.0013,1.9e-299,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA3_VTempSweep,c100v5_vtemp_20.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,20.0,0.1,15.0,N/A,0.5,50000,4890,72.6%,58.5%,mean_rest,0.0012,0.0e+00,True,58.2%,0.0012,0.0e+00,True,58.6%,0.0011,0.0e+00,True,59.3%,0.0009,7.1e-289,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA3_VTempSweep,c100v5_vtemp_30.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,30.0,0.1,15.0,N/A,0.5,50000,4876,72.6%,58.0%,mean_rest,0.0008,0.0e+00,True,57.5%,0.0008,0.0e+00,True,58.0%,0.0007,0.0e+00,True,58.6%,0.0006,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c100v5_seed_2024,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,5016,72.6%,58.5%,mean_rest,0.0013,7.9e-235,True,57.9%,0.0012,6.8e-216,True,58.7%,0.0011,7.3e-187,True,58.8%,0.0009,8.6e-174,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c100v5_seed_777,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,5062,72.6%,58.6%,mean_rest,0.0017,0.0e+00,True,58.4%,0.0016,0.0e+00,True,58.9%,0.0015,1.1e-310,True,59.3%,0.0013,7.8e-272,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c100v5_seed_123,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,4921,72.6%,58.2%,mean_rest,0.0019,0.0e+00,True,58.1%,0.0018,4.4e-310,True,58.5%,0.0016,1.5e-291,True,59.4%,0.0014,7.9e-265,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c100v5_seed_256,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,4995,72.6%,57.7%,mean_rest,0.0018,0.0e+00,True,57.3%,0.0018,0.0e+00,True,57.9%,0.0016,0.0e+00,True,58.3%,0.0014,3.5e-299,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c100v5_seed_42,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,5073,72.6%,58.2%,mean_rest,0.0017,0.0e+00,True,58.0%,0.0017,0.0e+00,True,58.9%,0.0015,0.0e+00,True,59.1%,0.0013,2.1e-302,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c100v5_rw_0.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.0,15.0,N/A,0.5,50000,0,72.6%,57.6%,mean_rest,0.0000,1.0e+00,False,57.0%,0.0000,1.0e+00,False,57.5%,0.0000,1.0e+00,False,58.4%,0.0000,1.0e+00,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c100v5_rw_0.02,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.02,15.0,N/A,0.5,50000,1022,72.6%,58.0%,mean_rest,0.0012,1.7e-39,True,57.5%,0.0012,2.6e-37,True,58.0%,0.0010,9.9e-34,True,58.5%,0.0009,1.0e-28,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c100v5_rw_0.05,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.05,15.0,N/A,0.5,50000,2496,72.6%,58.4%,mean_rest,0.0014,6.9e-123,True,58.1%,0.0013,1.0e-113,True,58.7%,0.0012,1.4e-107,True,58.9%,0.0010,2.8e-88,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c100v5_rw_0.10,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,5051,72.6%,57.8%,mean_rest,0.0017,0.0e+00,True,57.8%,0.0017,0.0e+00,True,58.0%,0.0015,0.0e+00,True,58.5%,0.0013,3.0e-298,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c100v5_rw_0.20,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.2,15.0,N/A,0.5,50000,10071,72.6%,58.4%,mean_rest,0.0024,0.0e+00,True,58.1%,0.0023,0.0e+00,True,58.7%,0.0020,0.0e+00,True,58.7%,0.0017,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c100v5_rw_0.50,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.5,15.0,N/A,0.5,50000,24878,72.6%,58.0%,mean_rest,0.0041,0.0e+00,True,57.6%,0.0040,0.0e+00,True,58.0%,0.0035,0.0e+00,True,58.2%,0.0030,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c100v5_d_5.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,5.0,N/A,0.5,50000,5025,72.6%,58.9%,mean_rest,0.0009,3.3e-82,True,58.8%,0.0009,1.5e-77,True,59.2%,0.0008,3.8e-74,True,59.6%,0.0007,5.1e-64,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c100v5_d_10.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,10.0,N/A,0.5,50000,4878,72.6%,58.4%,mean_rest,0.0016,0.0e+00,True,58.6%,0.0016,9.2e-311,True,58.8%,0.0014,6.8e-297,True,59.4%,0.0012,1.1e-254,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c100v5_d_15.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,5040,72.6%,58.1%,mean_rest,0.0017,0.0e+00,True,57.6%,0.0016,0.0e+00,True,57.8%,0.0014,0.0e+00,True,58.1%,0.0012,1.5e-304,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c100v5_d_20.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,20.0,N/A,0.5,50000,4896,72.6%,57.7%,mean_rest,0.0017,0.0e+00,True,57.7%,0.0016,0.0e+00,True,58.1%,0.0014,0.0e+00,True,58.2%,0.0012,6.6e-278,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c100v5_d_25.0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,25.0,N/A,0.5,50000,4904,72.6%,58.5%,mean_rest,0.0017,0.0e+00,True,58.4%,0.0016,0.0e+00,True,58.7%,0.0014,0.0e+00,True,59.1%,0.0013,7.3e-276,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c100v5_beta_0.3,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.3,50000,4903,72.6%,58.8%,mean_rest,0.0008,4.0e-70,True,58.6%,0.0007,1.1e-62,True,58.1%,0.0007,3.7e-58,True,58.9%,0.0006,1.9e-48,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c100v5_beta_0.5,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,4919,72.6%,58.5%,mean_rest,0.0017,0.0e+00,True,58.2%,0.0016,0.0e+00,True,59.0%,0.0014,0.0e+00,True,59.1%,0.0013,4.1e-281,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c100v5_beta_0.7,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.7,50000,4994,72.6%,58.2%,mean_rest,0.0037,0.0e+00,True,57.9%,0.0035,0.0e+00,True,58.2%,0.0031,0.0e+00,True,58.8%,0.0027,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c100v5_beta_0.8,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.8,50000,5033,72.6%,57.2%,mean_rest,0.0057,0.0e+00,True,57.2%,0.0054,0.0e+00,True,57.8%,0.0047,0.0e+00,True,57.7%,0.0039,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c100v5_beta_0.9,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.9,50000,5021,72.6%,57.2%,mean_rest,0.0073,0.0e+00,True,56.8%,0.0070,0.0e+00,True,57.5%,0.0060,0.0e+00,True,57.6%,0.0048,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA8_NQSweep,c100v5_nq_30000,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,30000,3025,72.6%,51.5%,mean_rest,0.0019,5.8e-272,True,51.1%,0.0018,1.5e-262,True,52.0%,0.0016,2.8e-247,True,52.7%,0.0014,1.6e-227,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA8_NQSweep,c100v5_nq_50000,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,5081,72.6%,58.6%,mean_rest,0.0017,0.0e+00,True,57.7%,0.0016,0.0e+00,True,58.3%,0.0015,0.0e+00,True,59.0%,0.0013,4.6e-304,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA8_NQSweep,c100v5_nq_10000,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,10000,1017,72.6%,31.1%,mean_rest,0.0021,4.5e-98,True,31.6%,0.0019,3.0e-86,True,33.4%,0.0015,4.4e-85,True,34.5%,0.0012,1.0e-70,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA8_NQSweep,c100v5_nq_20000,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,20000,2055,72.6%,43.5%,mean_rest,0.0021,5.1e-204,True,43.6%,0.0020,3.2e-192,True,45.4%,0.0016,1.1e-173,True,46.0%,0.0013,3.5e-148,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA9_TrigSizeSweep,c100v5_trig_0,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,5042,72.6%,58.4%,mean_rest,0.0017,0.0e+00,True,57.9%,0.0016,0.0e+00,True,58.7%,0.0015,0.0e+00,True,58.8%,0.0013,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA9_TrigSizeSweep,c100v5_trig_2000,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,2000,72.6%,58.2%,mean_rest,0.0017,6.1e-164,True,57.5%,0.0016,1.6e-155,True,58.5%,0.0015,1.1e-150,True,58.4%,0.0013,5.3e-133,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA9_TrigSizeSweep,c100v5_trig_1000,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,1000,72.6%,58.3%,mean_rest,0.0017,1.6e-79,True,57.3%,0.0017,7.1e-76,True,58.3%,0.0015,3.1e-71,True,58.4%,0.0013,7.0e-60,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA9_TrigSizeSweep,c100v5_trig_500,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,500,72.6%,58.0%,mean_rest,0.0016,5.3e-39,True,57.8%,0.0016,2.0e-37,True,58.5%,0.0014,1.7e-33,True,58.9%,0.0013,4.0e-31,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA9_TrigSizeSweep,c100v5_trig_100,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,100,72.6%,57.6%,mean_rest,0.0014,2.2e-08,False,57.5%,0.0014,7.3e-08,False,57.9%,0.0012,7.0e-08,False,58.1%,0.0011,1.2e-06,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC1_RandKwSoft,RANDKW_c100v5_resnet56_resnet20_T5,N/A,REC,resnet56 -> resnet20,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.5,50000,N/A,N/A,53.2%,N/A,N/A,1.5e-190,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180.78,0.00%,9.1e-10,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC1_RandKwSoft,RANDKW_c100v5_resnet56_resnet20_T5_b0,N/A,REC,resnet56 -> resnet20,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.7,50000,N/A,N/A,52.0%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,282.55,0.00%,3.5e-18,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC1_RandKwSoft,RANDKW_c100v5_resnet56_resnet56_T5,N/A,REC,resnet56 -> resnet56,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.5,50000,N/A,N/A,57.3%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,272.74,1.00%,5.5e-28,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC1_RandKwSoft,RANDKW_c100v5_resnet56_resnet56_T5_b0,N/A,REC,resnet56 -> resnet56,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.7,50000,N/A,N/A,57.9%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,276.98,1.00%,9.5e-24,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC1_RandKwSoft,RANDKW_c100v5_vgg11_vgg11_T5,N/A,REC,vgg11 -> vgg11,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.5,50000,N/A,N/A,53.5%,N/A,N/A,7.5e-197,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,134.58,5.00%,2.8e-62,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC1_RandKwSoft,RANDKW_c100v5_vgg11_vgg11_T5_b0,N/A,REC,vgg11 -> vgg11,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.7,50000,N/A,N/A,54.2%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,230.51,4.00%,3.2e-70,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
