Experiment,Tag,Seed,Trigger,Arch_Pair,L_Mode,Tau,Dist_Ep,Temp,V_Temp,RW,Delta,D_Min,Beta,NQ,Trig_Size,T_Acc,Base_Acc,Design,Base_Sig,Base_P,Base_Ver,FT1%_Acc,FT1%_Sig,FT1%_P,FT1%_Ver,FT5%_Acc,FT5%_Sig,FT5%_P,FT5%_Ver,FT10%_Acc,FT10%_Sig,FT10%_P,FT10%_Ver,P_Gap,FP_Rate,Min_P,Median_P,PRUNE_25%_Acc,PRUNE_25%_DeltaPP,PRUNE_25%_Sig,PRUNE_25%_P,PRUNE_25%_Log10P,PRUNE_25%_Ver,PRUNE_25%_P_MR,PRUNE_25%_P_ST1,PRUNE_50%_Acc,PRUNE_50%_DeltaPP,PRUNE_50%_Sig,PRUNE_50%_P,PRUNE_50%_Log10P,PRUNE_50%_Ver,PRUNE_50%_P_MR,PRUNE_50%_P_ST1,PRUNE_75%_Acc,PRUNE_75%_DeltaPP,PRUNE_75%_Sig,PRUNE_75%_P,PRUNE_75%_Log10P,PRUNE_75%_Ver,PRUNE_75%_P_MR,PRUNE_75%_P_ST1,INT8_QUANT_Acc,INT8_QUANT_DeltaPP,INT8_QUANT_Sig,INT8_QUANT_P,INT8_QUANT_Log10P,INT8_QUANT_Ver,INT8_QUANT_P_MR,INT8_QUANT_P_ST1
ExpC2_RandKwHard,RANDKW_c100v5_bgs_q010_resnet56_resnet56,N/A,REC,resnet56 -> resnet56,hard(N/A),N/A,N/A,1,15.0,0.1,15.0,0.5,0.5,50000,N/A,N/A,49.2%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,279.93,1.00%,8.5e-21,9.6e-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC2_RandKwHard,RANDKW_c100v5_bgs_q010_vgg11_vgg11,N/A,REC,vgg11 -> vgg11,hard(N/A),N/A,N/A,1,15.0,0.1,15.0,0.5,0.5,50000,N/A,N/A,45.0%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,269.39,2.00%,2.5e-31,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC3_SVHNSoft,SVHN_c100v5_svhn_resnet56_resnet56,N/A,REC,resnet56 -> resnet56,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,4890,72.6%,15.8%,N/A,0.0027,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC3_SVHNSoft,SVHN_c100v5_svhn_vgg11_vgg11,N/A,REC,vgg11 -> vgg11,soft,N/A,160,5,15.0,0.1,15.0,N/A,0.5,50000,5101,70.8%,11.8%,N/A,0.0003,1.4e-13,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC4_PruneSoft,PRUNE_c100v5_resnet56_resnet56_T5,N/A,REC,resnet56 -> resnet56,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.5,50000,5010,N/A,57.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.1%,-4.26,0.0014,2.8e-218,-217.56,True,2.2e-225,6.4e-201,17.1%,-40.24,0.0003,1.5e-09,-8.83,False,4.6e-01,2.3e-108,1.0%,-56.35,-0.0000,9.9e-01,-0.0,False,1.0e+00,0.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC4_PruneSoft,PRUNE_c100v5_resnet56_resnet56_T5_b0,N/A,REC,resnet56 -> resnet56,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.7,50000,4930,N/A,57.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.6%,-3.29,0.0029,0.0e+00,-300.0,True,0.0e+00,0.0e+00,19.9%,-37.94,0.0004,2.3e-30,-29.63,True,1.3e-06,4.1e-13,1.7%,-56.14,0.0001,6.3e-09,-8.2,False,6.7e-02,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC4_PruneSoft,PRUNE_c100v5_vgg11_vgg11_T5,N/A,REC,vgg11 -> vgg11,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.5,50000,4993,N/A,53.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.3%,-1.15,0.0010,1.7e-202,-201.77,True,4.5e-191,1.1e-201,37.1%,-16.38,0.0006,2.0e-112,-111.69,True,7.3e-74,4.6e-195,1.5%,-52.03,-0.0000,9.1e-01,-0.04,False,1.0e+00,1.2e-115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC4_PruneSoft,PRUNE_c100v5_vgg11_vgg11_T5_b0,N/A,REC,vgg11 -> vgg11,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.7,50000,5018,N/A,54.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.7%,-1.48,0.0016,0.0e+00,-300.0,True,0.0e+00,0.0e+00,31.8%,-22.34,0.0008,5.0e-186,-185.3,True,3.2e-180,0.0e+00,1.3%,-52.88,0.0001,1.1e-12,-11.96,False,1.2e-04,0.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC5_QuantSoft,QUANT_c100v5_resnet56_resnet56_T5,N/A,REC,resnet56 -> resnet56,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.5,50000,5010,N/A,57.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.4%,0.04,0.0018,0.0e+00,-300.0,True,0.0e+00,0.0e+00
ExpC5_QuantSoft,QUANT_c100v5_resnet56_resnet56_T5_b0,N/A,REC,resnet56 -> resnet56,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.7,50000,4930,N/A,57.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.0%,0.09,0.0040,0.0e+00,-300.0,True,0.0e+00,0.0e+00
ExpC5_QuantSoft,QUANT_c100v5_vgg11_vgg11_T5,N/A,REC,vgg11 -> vgg11,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.5,50000,4993,N/A,53.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.4%,-0.04,0.0013,3.1e-199,-198.51,True,7.4e-197,2.6e-198
ExpC5_QuantSoft,QUANT_c100v5_vgg11_vgg11_T5_b0,N/A,REC,vgg11 -> vgg11,soft,N/A,N/A,5,15.0,0.1,15.0,0.5,0.7,50000,5018,N/A,54.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.3%,0.13,0.0021,0.0e+00,-300.0,True,0.0e+00,0.0e+00
ExpC6_PruneHard,PRUNE_c100v5_bgs_q010_resnet56_resnet56,N/A,REC,resnet56 -> resnet56,hard(N/A),N/A,N/A,1,15.0,0.1,15.0,0.5,0.5,50000,492,N/A,49.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.9%,-2.22,88.62%,0.0e+00,-300.0,True,N/A,N/A,11.2%,-37.91,5.28%,1.4e-11,-10.86,False,N/A,N/A,1.0%,-48.16,1.22%,3.7e-01,-0.43,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC7_SVHNHard,SVHN_c100v5_svhn_hard_resnet56_resnet56,N/A,REC,resnet56 -> resnet56,hard(bgs),10.957550144195556,160,1,15.0,0.1,15.0,N/A,0.5,50000,1996,72.6%,7.2%,N/A,98.20%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
